rank,entity,count,doc_freq,ent_type,std_name,role,topic,nonambiguous,informative,notes,example
1912,contracted capacity,3,1,ORG,Contracted Capacity,ACTOR,,1,informative,,"For the avoidance of doubt, it is clarified that no Tariff shall be paid by the Procurers for the part of Contracted Capacity affected by a Natural Force Majeure Event affecting the Seller, for the duration of such Natural Force Majeure Eve"
1913,indirect non natural force majeure,3,1,ORG,Indirect Non Natural Force Majeure,ACTOR,,1,informative,,"If the average Availability of the Power Station is reduced below sixty (60) percent for over two (2) consecutive months or for any non consecutive period of four (4) months both within any continuous period of sixty (60) months, as a resul"
1914,available capacity,3,1,ORG,Available Capacity,ACTOR,,1,informative,,"If the average Availability of the Power Station is reduced below eighty (80) percent for over two (2) consecutive months or for any non consecutive period of four (4) months both within any continuous period of sixty (60) months, as a resu"
1915,tennants,3,1,GPE,Tennants,EVIDENCE,,1,informative,,"Also, ‘Treitel on Frustration and Force Majeure’, 3rd edition, in paragraph 15-158 cites the English judgment of Tennants (Lancashire) Ltd. v. G.S. Wilson and Co. Ltd., 1917 Appeal Cases 495 for the proposition that a mere rise in price ren"
1916,adr,3,1,ORG,Adr,ACTOR,,1,informative,,"The procurer will establish an Amicable Dispute Resolution (ADR) mechanism in accordance with the Energy Watchdog vs Central Electricity Regulatory ... on 11 April, 2017 provisions of the Indian Arbitration and Conciliation Act, 1996."
1917,electricity laws,3,1,WORK_OF_ART,Electricity Laws,,,1,informative,,"Power purchase agreement “Bid Deadline” shall mean the last date for submission of the Bid in response to the RFP, specified in Clause 2.8 of the RFP; “Dispute” means any dispute or difference of any kind between a Procurer and the Seller o"
1918,fuel supplier,3,1,ORG,Fuel Supplier,ACTOR,,1,informative,,"_”, “Fuel Supply Agreements” means the agreement(s) entered into between the Seller and the Fuel Supplier for the purchase, transportation and handling of the Fuel, required for the operation of the Power Station."
1919,fuel,3,1,PRODUCT,Fuel,,,1,informative,,"_”, “Fuel Supply Agreements” means the agreement(s) entered into between the Seller and the Fuel Supplier for the purchase, transportation and handling of the Fuel, required for the operation of the Power Station."
1920,article 13.2,3,1,LAW,Article 13.2,RULE,CONSTITUTIONAL,1,informative,,"If the Seller is affected by a Change in Law in accordance with Article 13.2 and wishes to claim a Change in Law under this Article, it shall give notice to the Procurers of such Change in Law as soon as reasonably practicable after becomin"
1921,fsa,3,1,ORG,Fsa,ACTOR,,1,informative,,"of India and CIL not signing any Fuel Supply Agreement (FSA) after March, 2009, several meetings at different levels in the Government were held to review the situation."
1922,tariff policy,3,1,LAW,Tariff Policy,RULE,,1,informative,,"In compliance with Section 3 of the Electricity Act 2003, the Central Government notified the Tariff Policy on 6th January, 2006."
1923,kumar gulia,3,1,PERSON,Kumar Gulia,ACTOR,,1,informative,,"It may please be noted.” g) When the matter stood thus, the complaint CPA No. 515 of 2009 came up before the District Forum on 22.11.2020 when the following statement appears to have been recorded of the advocate for the appellant, in CPA N"
1924,robert goff,3,1,PERSON,Robert Goff,ACTOR,,1,informative,,"Referring to the judgment of Lord Justice Robert Goff in P.Perl (Exporters) Ltd. vs. Camden London Borough Council [1984] QB 342, the Court of Appeal held as under:- Ashok Kumar vs New India Assurance Co. Ltd. on 31 July, 2023 “In so far as"
1925,investigating agency,3,1,ORG,Investigating Agency,ACTOR,,1,informative,,"Everything was going as per the plan and wish of the main accused Prabhunath Singh, a political leader and a sitting Member of Parliament at the relevant time as he had mustered full support of the Administration and the Investigating Agenc"
1926,c.k. prasad,3,1,PERSON,C.K. Prasad,ACTOR,,1,informative,,"Relevant extract from the judgment in the Habeas Corpus petition is reproduced hereunder: Harendra Rai vs The State Of Bihar on 18 August, 2023 “On coming to learn, through some newspaper report about the fracas created in the Court of 7th "
1927,panapur police station,3,1,ORG,Panapur Police Station,ACTOR,CRIMINAL,1,informative,,The Division Bench further records that in the meantime two complaints were filed regarding the abduction of Lalmuni Devi and her husband; one was filed by their daughter in law Girija Devi at Panapur Police Station registered as Case No. 8
1928,shankar rai,3,1,PERSON,Shankar Rai,ACTOR,,1,informative,,Saran registered as Case No.129 of 2006 at the instance of one Shankar Rai.
1929,pw-2,3,1,GPE,Pw-2,EVIDENCE,,1,informative,,"With respect to PW-2, PW-4 to PW-7, affidavits were filed Harendra Rai vs The State Of Bihar on 18 August, 2023 stating that they had nothing further to add and they reiterated their deposition given earlier."
1930,raher,3,1,GPE,Raher,EVIDENCE,,1,informative,,"She had also stated that when she was returning home after casting her vote, a little ahead of the school where the polling was taking place from the field of Raher (kind of Pulse), fourfive persons came out, they were armed."
1931,kedama rai,3,1,PERSON,Kedama Rai,ACTOR,,1,informative,,I had stated before the A.S.I. of police that my Dewar (husband’s younger brother) namely Kedama Rai had gone with my son to caste their votes at middle school in the village Dhanuki at about 10.00 o’clock in the day.
1932,srimati devi,3,1,PERSON,Srimati Devi,ACTOR,,1,informative,,"Three persons namely Rajendra Rai, Daroga Rai and Srimati Devi sustained bullet injuries however Srimati Devi sustained bullet injury on her arm."
1933,f.l,3,1,GPE,F.L,EVIDENCE,,1,informative,,The F.l.
1934,zahira habibullah,3,1,PERSON,Zahira Habibullah,ACTOR,,1,informative,,The Division Bench quoted extensively from the judgment of the Supreme Court in (Zahira Habibullah Sheikh Vs.
1935,sanjeev kumar singh,3,1,PERSON,Sanjeev Kumar Singh,ACTOR,,1,informative,,"The application filed by Kishori Rai, seizure list witness, to examine him along with Narendra Singh and Sanjeev Kumar Singh (attesting witness to the FIR) as witnesses, was rejected by stating that no such application was filed by the Publ"
1936,section 401,3,1,LAW,Section 401,RULE,,1,informative,,"Learned Single Judge of the High Court, while dismissing the revision, recorded the following findings: a) Revisional Power is akin to the appellate power in view of Section 401 CrPC. b) Fard Bayan, turned into lodging of FIR, has not been "
1937,cw-1,3,1,PRODUCT,Cw-1,,,1,informative,,(The High Court went one step further from the Trial Court in treating the CW-1 as a tutored witness.)
1938,police administration,3,1,ORG,Police Administration,ACTOR,CRIMINAL,1,informative,,"Thus, it qualifies the requirement of law for the purpose of taking judicial notice thereof, and this Court takes judicial notice of the inferences, observations and findings arrived at by the Division Bench and the directions issued in its"
1939,section 8 of the evidence act,3,1,LAW,Section 8 Of The Evidence Act,RULE,,1,informative,,Section 8 of the Evidence Act is being reproduced hereinafter: “8.
1940,section 74,3,1,LAW,Section 74,RULE,,1,informative,,It is an undisputed position of law that the FIR is a public document defined under Section 74 of the Evidence Act.
1941,ram bihari yadav,3,1,PERSON,Ram Bihari Yadav,ACTOR,,1,informative,,"The above view finds support from the judgement of this Court in the case of Ram Bihari Yadav vs State of Bihar & Ors14, relevant extract whereof is quoted herein below: “Para 13."
1942,bahadur singh,3,1,PERSON,Bahadur Singh,ACTOR,,1,informative,,"After making the statement before the police, Bahadur Singh succumbed to his injuries and therefore the statement can be treated as a dying declaration and is admissible under Section 32(1) of the Evidence Act."
1943,court of session,3,1,ORG,Court Of Session,ACTOR,,1,informative,,"If, when such proceedings are submitted, the High Court thinks that a further inquiry should be made into, or additional evidence taken upon, any point bearing upon the guilt or innocence of the convicted person, it may make such inquiry or"
1944,surya kant,3,1,PERSON,Surya Kant,ACTOR,,1,informative,,"K. Ramya vs National Insurance Company Ltd. on 30 September, Author: Surya Kant Bench: V. Ramasubramanian, Surya Kant REPORTABLE IN THE SUPREME COURT OF INDIA CIVIL APPELLATE JURISDICTION CIVIL APPEAL NO.7046 OF 2022"
1945,para 59.3,3,1,PERSON,Para 59.3,,,0,non-informative,,"The learned counsel has placed substantial reliance on the decision of this court in Rani Gupta v United India Insurance Limited3 to advance the argument that in the case of accidental death of people in business, the genuine determination "
1946,hemant gupta,3,1,ORG,Hemant Gupta,ACTOR,,1,informative,,"Sanjay Gupta vs State Of Uttar Pradesh Through Its Chief ... on 12 April, 2022 Author: Hemant Gupta Bench: V. Ramasubramanian, Hemant Gupta REPORTA IN THE SUPREME COURT OF INDIA CIVIL ORIGINAL JURISDICTION WRIT PETITION (CIVIL)"
1947,lakhan tomar,3,1,PERSON,Lakhan Tomar,ACTOR,,1,informative,,"Mr. Lakhan Tomar accepts that the Contractor has been sending the materials in trucks from 01.04.2006 along with his labourers and supervisors, that is, Mr. Pandey, Mr. Navin and Mr. Sudhakar."
1948,meerut college,3,1,ORG,Meerut College,ACTOR,,1,informative,,"In the present matter, moreover, it has been noticed hereto before that the Organizers were primarily liable to:- Sanjay Gupta vs State Of Uttar Pradesh Through Its Chief ... on 12 April, 2022 a) obtain all permissions/NOCs from all concern"
1949,nilabati behera,3,1,ORG,Nilabati Behera,ACTOR,,1,informative,,"To support such contention, reliance was placed upon Nilabati Behera (Smt.) alias Lalita Behera v. State of Orissa & 3, Sube Singh v. State of Haryana & 4, Shri Sohan 3 4 Lal v. Union of India & 5, Radhey Shyam & v. Chhabi Nath & 6, Radhey "
1950,sube singh,3,1,ORG,Sube Singh,ACTOR,,1,informative,,"To support such contention, reliance was placed upon Nilabati Behera (Smt.) alias Lalita Behera v. State of Orissa & 3, Sube Singh v. State of Haryana & 4, Shri Sohan 3 4 Lal v. Union of India & 5, Radhey Shyam & v. Chhabi Nath & 6, Radhey "
1951,nilabati,3,1,NORP,Nilabati,ACTOR,,1,informative,,"Commissioner of Police, ,Nilabati Behara"
1952,english arbitration law,3,1,LAW,English Arbitration Law,RULE,,1,informative,,"In order to ascertain the applicable laws, we have to certainly refer to the relevant clauses of the arbitration agreement, viz., Article 17 and Article 22, which read as follows: “Article 17 - ARBITRATION 17.1: Any dispute or claim arising"
1953,‘project elephant’,3,1,ORG,‘Project Elephant’,ACTOR,,1,informative,,The ‘Project Elephant’ document was released in the year 1993.
1954,pccf,3,1,ORG,Pccf,ACTOR,,1,informative,,"The PCCF had highlighted the use of these patches of private forest land, which serve as vital migratory routes, for nonforestry use as a serious threat to free movement of elephants."
1955,traditional forest dwellers,3,1,ORG,Traditional Forest Dwellers,ACTOR,,1,informative,,Certain other writ petitions were filed by the Schedule Tribes and other Traditional Forest Dwellers contending that they were not encroachers and that they had a right to occupy the land in question under the Schedule Tribes and Other Trad
1956,avarahalla,3,1,PERSON,Avarahalla,ACTOR,,1,informative,,"As per the aforesaid book titled “Right of Passage”, the following 4 corridors lie in the Sigur Plateau region: (i) Avarahalla – Sigur, (ii) Kalhatti – Sigur at Glencorin, (iii)"
1957,criminal justice act,3,1,LAW,Criminal Justice Act,RULE,CRIMINAL,1,informative,,"Under the Criminal Justice Act, 1972 the idea of payment of compensation by the offender was introduced."
1958,1956 act,3,1,LAW,1956 Act,RULE,,1,informative,,"The issue which arises on the interaction of two statutes, the West Bengal Premises Rent Control (Temporary Provisions) Act, 1950 and the West Bengal Premises Tenancy Act, 1956, which repeals the earlier Act but keeps it alive for proceedin"
1959,section 40 of the 1956 act,3,1,LAW,Section 40 Of The 1956 Act,RULE,,1,informative,,The material part of Section 40 of the 1956 Act which repealed the 1950 Act is as follows : Repeal and savings.--(1)
1960,phagwara,3,1,PERSON,Phagwara,ACTOR,,1,informative,,"This appeal arises out of an order dated 9th July, 2010 passed by the High Court of Punjab and Haryana at Chandigarh whereby Civil Revision Petition No.580 of 2005 filed by the appellant has been dismissed and order dated 5th November, 2004"
1961,nri,3,1,ORG,Nri,ACTOR,,1,informative,,The eviction petition was contested by the respondent on several grounds including the ground that the appellant was not a NRI and that the eviction petition was barred by the provisions of Order 2 Rule 2 CPC.
1962,section 13-b,3,1,LAW,Section 13-B,RULE,,1,informative,,"There is, therefore, no gainsaying that Section 13-B is a code by itself for the special category of cases where the landlord happens to be a non-resident Indian who returns to India and needs the demised premises for his or her own use or "
1963,section 116,3,1,LAW,Section 116,RULE,,1,informative,,"The rule embodied in Section 116 simply prevents the tenant in occupation of the premises from denying the title of the landlord who let him into possession, just as it applies to a mortgagor or a mortgagee, vendor or a vendee, bailer or a "
1964,section 39,3,1,LAW,Section 39,RULE,,1,informative,,"Jammu, has been confirmed in part, while remitting the issue pertaining to the charges framed under Sections 306 and 411 of the Jammu and Kashmir State Ranbir Penal Code SVT., 1989 (hereinafter referred to as “RPC, 1989”) along with Section"
1965,s.v. raju,3,1,PERSON,S.V. Raju,ACTOR,,1,informative,,"Heard Mr. S.V. Raju, learned Additional Solicitor General appearing for the appellant, and Mr. D. Mahesh Babu, learned counsel appearing for the respondents."
1966,uapa,3,1,ORG,Uapa,ACTOR,,1,informative,,"Accordingly, the respondents were charge-sheeted for the offences under Sections 306, 309, 307, 411, 120-B, 121, 121-A and 122 of RPC, 1989, Sections 16, 18, 20, 23, 38 and 39 of UAPA, 1967, Sections 3 and 4 of Explosive Substances Act, 190"
